Satellite_ID,Launch_Date,Expected_Lifetime_years,Age_current_years,Launch_Mass_kg,Purpose,Contractor_Tier,Operator_Tier,AgeFactor,CQI,HI,MRI,SVI,Operator_Heritage_Index,Infant_Mortality_Flag,TechnicalReliabilityIndex,w_age,w_tech,w_ops,w_err,w_CQI,w_HI,w_MRI,w_SVI,Operational_Risk_Score
SAT-0265,2013-03-27,8.76,12.55,1303.9,Earth Observation,2,1,1.0,0.3,0.5,0.3,0.6,0.1,0.1,0.425,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,50.0
SAT-0266,2017-06-06,12.22,8.36,2468.2,Science,3,2,0.684,0.3,0.8,0.3,0.4,0.4,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.6
SAT-0267,2023-07-29,5.87,2.21,369.6,Science,3,2,0.377,0.5,0.8,0.7,0.4,0.4,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.6
SAT-0268,2021-02-10,6.56,4.67,145.8,Technology Demo,2,3,0.713,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.4
SAT-0269,2017-03-25,14.85,8.56,11.9,Science,2,2,0.576,0.7,0.5,0.7,0.4,0.4,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,47.8
SAT-0270,2006-10-14,5.62,19.0,340.8,Earth Observation,1,2,1.0,0.5,0.2,0.7,0.6,0.4,0.1,0.435,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.9
SAT-0271,2008-03-15,8.01,17.58,678.8,Technology Demo,1,2,1.0,0.3,0.2,0.3,0.4,0.4,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.5
SAT-0272,2022-06-11,10.36,3.34,3668.5,Science,3,3,0.322,0.3,0.8,0.6,0.4,0.7,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.7
SAT-0273,2012-10-16,14.31,12.99,3079.2,Technology Demo,2,1,0.908,0.3,0.5,0.6,0.4,0.1,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.4
SAT-0274,2022-04-03,5.77,3.53,1525.4,Technology Demo,2,1,0.612,0.3,0.5,0.3,0.4,0.1,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,37.2
SAT-0275,2018-10-13,12.36,7.0,95.7,Technology Demo,1,2,0.567,0.7,0.2,0.7,0.4,0.4,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.7
SAT-0276,2007-03-25,13.61,18.56,484.6,Navigation,2,2,1.0,0.5,0.5,0.7,0.4,0.4,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.5
SAT-0277,2010-08-15,7.75,15.16,2934.7,Science,3,2,1.0,0.3,0.8,0.6,0.4,0.4,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,60.5
SAT-0278,2021-04-18,12.79,4.49,807.8,Science,1,3,0.351,0.3,0.2,0.3,0.4,0.7,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,33.5
SAT-0279,2014-03-08,10.12,11.6,269.9,Earth Observation,1,1,1.0,0.5,0.2,0.7,0.6,0.1,0.1,0.435,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,50.4
SAT-0280,2023-03-12,6.19,2.59,439.1,Technology Demo,2,3,0.419,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,45.6
SAT-0281,2009-08-05,13.35,16.19,2411.3,Earth Observation,3,2,1.0,0.3,0.8,0.3,0.6,0.4,0.1,0.545,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.3
SAT-0282,2017-08-13,4.04,8.17,1601.7,Technology Demo,2,1,1.0,0.3,0.5,0.3,0.4,0.1,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.8
SAT-0283,2015-11-13,11.68,9.92,132.1,Communications,2,1,0.849,0.5,0.5,0.7,0.8,0.1,0.1,0.585,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,51.9
SAT-0284,2024-04-05,11.2,1.52,112.4,Technology Demo,3,1,0.136,0.5,0.8,0.7,0.4,0.1,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,32.9
SAT-0285,2013-12-08,8.77,11.85,1490.3,Navigation,3,3,1.0,0.3,0.8,0.3,0.4,0.7,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,62.6
SAT-0286,2014-06-21,11.14,11.31,1195.6,Navigation,2,3,1.0,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.8
SAT-0287,2012-08-13,12.57,13.17,439.7,Science,2,2,1.0,0.5,0.5,0.7,0.4,0.4,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.5
SAT-0288,2009-01-16,11.5,16.74,2234.6,Science,2,2,1.0,0.3,0.5,0.3,0.4,0.4,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.3
SAT-0289,2010-09-24,10.42,15.05,1860.3,Technology Demo,2,2,1.0,0.3,0.5,0.3,0.4,0.4,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.3
SAT-0290,2025-03-14,13.46,0.58,440.8,Navigation,1,1,0.043,0.5,0.2,0.7,0.4,0.1,0.8,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,31.0
SAT-0291,2010-11-30,7.02,14.87,757.7,Earth Observation,2,1,1.0,0.3,0.5,0.3,0.6,0.1,0.1,0.425,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,50.0
SAT-0292,2015-08-20,12.99,10.15,409.5,Science,3,1,0.782,0.5,0.8,0.7,0.4,0.1,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,52.2
SAT-0293,2006-02-28,10.4,19.62,145.7,Earth Observation,1,3,1.0,0.5,0.2,0.7,0.6,0.7,0.1,0.435,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.4
SAT-0294,2014-12-26,10.61,10.8,1019.6,Technology Demo,2,3,1.0,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.8
SAT-0295,2014-12-17,12.13,10.83,714.0,Science,3,3,0.892,0.3,0.8,0.3,0.4,0.7,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.4
SAT-0296,2007-02-22,10.59,18.64,3354.7,Navigation,1,1,1.0,0.3,0.2,0.6,0.4,0.1,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,46.4
SAT-0297,2024-06-05,11.25,1.36,468.8,Navigation,1,2,0.121,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,27.3
SAT-0298,2014-02-21,3.81,11.64,355.0,Earth Observation,2,1,1.0,0.5,0.5,0.7,0.6,0.1,0.1,0.555,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,55.2
SAT-0299,2008-05-09,3.55,17.43,311.6,Science,1,2,1.0,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.7
SAT-0300,2023-03-08,12.0,2.6,4922.2,Communications,1,3,0.217,0.3,0.2,0.6,0.8,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,34.3
